2.812500000000000000e-01,5.937500000000000000e-01,5.943989753723144531e-02
1.250000000000000000e-01,1.562500000000000000e-01,3.532210588455200195e-01
3.750000000000000000e-01,6.250000000000000000e-02,1.241357326507568359e-01
4.375000000000000000e-01,4.687500000000000000e-01,-1.130118966102600098e-01
7.187500000000000000e-01,3.125000000000000000e-02,2.744289636611938477e-01
8.437500000000000000e-01,9.375000000000000000e-02,5.807894468307495117e-02
2.187500000000000000e-01,7.187500000000000000e-01,9.445744752883911133e-02
8.750000000000000000e-01,1.000000000000000000e+00,-4.292053580284118652e-01
1.875000000000000000e-01,1.875000000000000000e-01,2.306284904479980469e-01
6.562500000000000000e-01,8.437500000000000000e-01,-6.886076927185058594e-02
7.500000000000000000e-01,8.125000000000000000e-01,-1.290196180343627930e-01
3.750000000000000000e-01,1.000000000000000000e+00,-3.439837098121643066e-01
8.750000000000000000e-01,7.812500000000000000e-01,-2.644498944282531738e-01
4.062500000000000000e-01,2.187500000000000000e-01,-2.973973751068115234e-02
2.500000000000000000e-01,5.312500000000000000e-01,5.378925800323486328e-02
5.312500000000000000e-01,9.375000000000000000e-02,2.529710531234741211e-01
0.000000000000000000e+00,1.875000000000000000e-01,3.679088354110717773e-01
7.187500000000000000e-01,6.250000000000000000e-02,2.679148912429809570e-01
9.062500000000000000e-01,8.750000000000000000e-01,-4.173586964607238770e-01
7.187500000000000000e-01,9.375000000000000000e-01,-1.989684700965881348e-01
1.250000000000000000e-01,5.625000000000000000e-01,2.730048894882202148e-01
9.375000000000000000e-02,8.437500000000000000e-01,6.545770168304443359e-02
7.187500000000000000e-01,1.250000000000000000e-01,2.271845340728759766e-01
1.250000000000000000e-01,1.875000000000000000e-01,3.102735280990600586e-01
3.437500000000000000e-01,8.437500000000000000e-01,-2.536658048629760742e-01
1.000000000000000000e+00,8.125000000000000000e-01,-3.785870075225830078e-01
8.125000000000000000e-01,7.500000000000000000e-01,-1.310541033744812012e-01
4.375000000000000000e-01,2.187500000000000000e-01,-7.034599781036376953e-03
3.750000000000000000e-01,9.375000000000000000e-02,1.097133159637451172e-01
8.437500000000000000e-01,5.000000000000000000e-01,-1.581830978393554688e-01
6.875000000000000000e-01,1.000000000000000000e+00,-1.690843701362609863e-01
2.500000000000000000e-01,2.500000000000000000e-01,3.047770261764526367e-02
9.375000000000000000e-02,4.375000000000000000e-01,1.528844237327575684e-01
6.250000000000000000e-01,5.312500000000000000e-01,1.340010762214660645e-01
3.125000000000000000e-02,4.062500000000000000e-01,1.556909680366516113e-01
4.687500000000000000e-01,3.437500000000000000e-01,-1.318601369857788086e-01
8.125000000000000000e-01,5.625000000000000000e-01,-4.077613353729248047e-02
4.687500000000000000e-01,6.250000000000000000e-02,1.877084970474243164e-01
5.625000000000000000e-01,5.000000000000000000e-01,6.549423933029174805e-02
3.125000000000000000e-01,7.500000000000000000e-01,-8.821487426757812500e-02
3.750000000000000000e-01,3.125000000000000000e-02,1.302257776260375977e-01
9.375000000000000000e-02,9.375000000000000000e-02,4.382809400558471680e-01
1.562500000000000000e-01,1.000000000000000000e+00,-8.078885078430175781e-02
2.187500000000000000e-01,9.375000000000000000e-02,2.825139760971069336e-01
6.875000000000000000e-01,9.687500000000000000e-01,-1.699120998382568359e-01
7.812500000000000000e-01,5.000000000000000000e-01,-6.675803661346435547e-02
6.875000000000000000e-01,3.125000000000000000e-02,3.118852376937866211e-01
